RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;DIRECCION;NRO;COMUNA;HABILITADO_SUFRAGAR;ES_VOCAL_MESA;NRO_MESA
20984096;0;Freddy Alejandro;Donoso;Astudillo;27;5;1996;SEGUNDA TRANSVERSAL;2098;MAIPU;1;0;8
20677164;k;Gabriela Susana;Sobarzo;Muñoz;11;4;1992;TRANCREDO PINOCHET;6496;LA PINTANA;1;1;9
16444657;3;Constanza Patricia;Barros;Fice;18;3;1998;INES DE SUAREZ;594;LA PINTANA;1;0;10
12898302;3;Nicolas Patricio;Pereira;Toro;1;2;1995;AV. MANUEL ANTONIO MATTA;5545;SANTIAGO;0;0;8
17102703;9;Aranxa Antonella;Miranda;Araya;9;2;1989;TOCONAO;726;QUILICURA;1;0;14
21993197;2;Diego Eduardo;Godoy;Baeza;13;5;1989;LARRAIN;3359;LA REINA;1;0;10
19039747;5;Andrea Celeste;Rodriguez;Pinto;2;5;1990;SANTA ELENA;7220;PUENTE ALTO;1;0;2
21814280;k;Matías Alejandro;Fernández;Jara;2;1;2004;CRETA;7085;PUENTE ALTO;1;0;13
18172750;0;Melissa Antonia Hernández;Riquelme;Flores;22;8;1989;SAN IGNACIO;6446;SANTIAGO;1;0;14
16557417;6;Rodrigo Alejandro;Calderón;Nuñez;11;6;2004;CRETA;6874;PUENTE ALTO;1;0;11
19111550;3;Matias Roberto;Paillalef;Rojas;29;3;1998;CARLOS AGUIRRE LUCO;2669;HUECHURABA;1;0;7
17681966;9;Rose Mary Beatriz;Morales;Sthandier;29;12;1993;PIRAMIDE B;7009;SAN JOAQUIN;1;0;11
21285969;3;Cecilia Alejandra;Gomez;Ramirez;11;7;2008;PEDRO RIVEROS;4385;QUILICURA;1;0;9
20778961;5;Claudio Andrés;Navarro;Rojas;24;10;2006;SIERVAS DE MARIA;2409;HUECHURABA;1;0;9
17313659;5;Cynthia Rosa;Olate;Jera;5;9;2008;CARACAS;608;PEÑALOLEN;1;0;4
16414661;8;Sergio Ignacio;Sanhueza;Fernandez;21;9;1987;TENERIFE;4887;CERRO NAVIA;1;1;12
21403786;6;Karen Vanessa;Román;Ayala;9;12;1999;LOS TULIPANES;807;RENCA;1;0;4
21481045;k;Francisca Violeta;Bustos;Guevara;19;3;2003;GENERAL ARRIAGADA;2029;LA FLORIDA;1;0;7
19782017;9;Sebastián Felipe;Soto;Zuñiga;9;2;2001;UNO PONIENTE;5733;ESTACION CENTRAL;1;0;2
18116211;2;Elizabeth del Carmen;Pereira;Correa;6;6;1992;PEDRO AGUIRRE CERDA;4668;SAN RAMON;1;1;8
21488182;9;Marco Alejandro;Beltrán;Botello;3;10;2001;MACUL FRENTE AL;6050;MACUL;1;0;14
22660997;0;Simón;Flores;Moreno;4;2;1981;PROFESOR ALCAINO;5573;PUENTE ALTO;1;0;14
19919778;9;Gonzalo Andrés;Contreras;Aspe;28;12;1992;VOLCAN TACORA;6037;SAN BERNARDO;1;0;6
20062945;0;Constanza Beatriz;Pino;Fuentes;13;9;2004;EL FRUTO PONIENTE;8086;PUENTE ALTO;1;0;15
21795250;6;Camila Paz;Rodriguez;Saez;7;12;1988;ILOCA;4509;LA PINTANA;1;0;14
18394654;4;Daniela Fernanda;Gamboa;Altimira;15;12;1986;LAS INDUSTRIAS;2948;SAN JOAQUIN;0;0;7
21013118;3;Amélie Antonia;Vasquez;Parra;23;8;1989;PADUA;3668;CERRO NAVIA;1;0;4
16265345;8;Esteban Rodrigo;Correa;Nenen;21;5;1976;LO BLANCO;3163;LA PINTANA;1;0;1
17089868;0;Maximiliano Benjamín;Leal;Ibacache;20;5;1983;SAN DIEGO;851;SANTIAGO;1;0;15
17175773;8;Diego Tomás Tapia;Ramirez;Harmónica;12;5;2000;ANDRES AMENABAR;5171;MAIPU;1;0;10
16385958;4;Ignacio Javier;Diaz;López;8;1;2006;MANUEL SANCHEZ;2918;CERRO NAVIA;1;0;9
17084075;5;Valentina Paz;Carreras;Jimenez;22;5;1996;PARAGUAY;7251;LA CISTERNA;1;0;15
19955121;3;Felipe Alejandro;Correa;San Juan;20;7;1984;PLACER;1290;SANTIAGO;1;0;6
19671794;5;Martin Antonio;Rojas;Boffi;7;1;2003;FRANCISCO BILBAO;374;PROVIDENCIA;1;0;5
16626550;9;Sandro Giovanni;Zerene;Canales;9;11;1998;LAS ROSAS;552;LA PINTANA;1;0;9
19680083;2;Claudia Viviana;Behreus;Roa;28;9;2000;GERONIMO DE ALDERETE;6348;LA FLORIDA;1;0;13
17741240;6;Bastián Andrés;Parra;Quezada;27;9;2000;PJE. E;1510;QUINTA NORMAL;1;0;2
20240915;6;Matías Maximiliano;Parra;Retamales;28;9;2007;CALLE VEINTE;1136;PEÑALOLEN;0;0;6
21307565;7;Carmen Andrea;Iriarte;Bugueño;25;9;1990;AV. PORTUGAL;7716;SANTIAGO;1;0;5
16660254;8;Rodrigo Alejandro;Soto;Guzman;18;11;1996;ESCUADRA NACIONAL;5298;MAIPU;1;1;1
17386483;0;Nicole Alejandra;Acuña;Llanquimán;21;1;1999;EL VALLE;1369;PEÑALOLEN;1;0;14
20456278;4;Deicy Cristina;Cotreras;Alvarez;15;4;2004;MARMOL;9550;LA FLORIDA;1;0;3
20694425;0;Camila Fernanda;Caamaño;Torres;29;6;2004;LEBRELES;7103;PUDAHUEL;1;0;7
16663314;1;Alonso;Moraga;Cebian;10;8;1997;OCEANO;7192;PUDAHUEL;1;0;1
16604572;k;Christian Rodriguez;Urbina;Gómez;6;1;1998;BERNARDINO PARADA;5207;LA PINTANA;1;0;9
19440245;7;Deisy Isabel;Ampuero;Parra;21;9;1995;LOS ZAPADORES;5326;RECOLETA;1;0;3
16940311;2;Carlos Andres;Salinas;Garrido;1;12;1994;JUAN SEBASTIAN BACH;4658;SAN JOAQUIN;1;0;12
20668959;5;Gabriel Antonio;Muñoz;Belman;27;8;2000;OBISPO ORREGO;4562;ÑUÑOA;1;0;15
17923426;2;Emma Catalina;-;Astudillo;3;7;2005;GUARDIAMARINA RIQUELME;8667;QUILICURA;1;0;3
20670779;8;Mauricio Maximiliano;Vidal;Cherubini;2;3;2002;ARTURO PRAT;1605;SANTIAGO;0;0;7
18286357;2;Sergio Andres;Cruz;Gutierrez;14;7;2003;EL TRIGAL;6039;ESTACION CENTRAL;1;0;5
19289386;0;Camila Alejandra;Barahona;Quiroz;4;9;1995;AV. NUEVA PROVIDENCIA;8874;PROVIDENCIA;1;0;10
19649575;4;Camila Malén;Forces;Cartes;16;1;1988;ROBERTO ESPINOZA;3460;SANTIAGO;1;0;15
21204277;3;Renato Andrés;Villar;Castro;28;2;1990;EL FUNDO;9565;PUDAHUEL;1;0;4
17317216;8;Camila Helena;Quezada;Rojas;12;2;2000;PARQUE LAS FLORES;7690;PUENTE ALTO;1;0;4
22502249;6;Maria Jesús;Jaramillo;Sanchez;29;11;1986;ROJAS MAGALLANES;8749;LA FLORIDA;1;0;8
19644397;5;Gabriela Alejandro;Echque;Ortiz;28;7;2000;MAULE;4858;SANTIAGO;1;1;7
16414433;k;Nicolás Enrique;Flores;Sáez;4;9;2007;FRANCISCO LEDANTEC;7427;MAIPU;1;0;2
20429714;2;Camila del Carmen;Vargas;Del Castillo;21;2;2001;MAHUIDA DEPTO;2246;LA PINTANA;1;0;3
16266678;9;Ignacio Jose;Olavarria;Zuñiga;16;3;1986;LOYOLA;7617;LO PRADO;1;0;3
18395326;5;Javiera Isidora;Millao;Cabezas;3;1;1982;CALLE;2922;PEÑALOLEN;1;1;13
15433440;8;Benjamin Antonio;Canales;Painequeo;18;10;1977;PIEDRA LOBOS;6856;RENCA;1;0;13
20955949;8;Alvaro Javier;Gutierrez;Rojas;29;8;2001;LIA AGUIRRE;4493;LA FLORIDA;1;0;5
21678389;1;Leslie Anne;Contreras;Villagra;8;7;2003;ANCUD;7486;LA FLORIDA;1;0;14
19830995;8;Marcela Andrea;Oyarzún;Soto;5;4;1987;LAS PETUNIAS;4711;HUECHURABA;1;0;4
19840357;1;Felipe Ignacio;Rojas;Gonzalez;21;6;1982;RAMON TORO IBAÑEZ;4319;MACUL;1;0;2
20047002;2;Linnette Fernanda;Toro;Sandoval;11;4;1988;VILLARRICA;5052;PUENTE ALTO;1;1;13
17989001;4;Isidora Paz;Aravena;Valdes;26;3;1988;LAS TORCAZAS;9329;CERRO NAVIA;1;0;2
20839513;0;Benjamin Alejandro;Herrera;Torres;22;7;1995;EL ABETO;6452;PUDAHUEL;1;0;6
19318426;k;Matias Felipe;Henríquez;Gaete;5;4;1987;TRONCAL SAN FRANCISCO;8543;PUENTE ALTO;1;0;11
16875898;7;Yennifer Lourdes;Gonzalez;Carpio;6;3;2008;LOS ATACAMEÑOS;9889;RENCA;1;0;9
18467430;0;Gricel Macarena;Paredes;Herrera;5;7;1977;LAS NIEVES;8618;PUENTE ALTO;1;1;7
16126895;k;Juan Guillermo;Retamal;Sibic;15;7;1988;LAS ENCINAS ESQ. PORTALES;7358;ESTACION CENTRAL;1;0;2
19001624;2;Lucas Javier;Hernández;Pino;22;6;1983;SANTA MARTA;5513;LO PRADO;1;0;3
21652389;k;Guillermo Enrique;Toro;Alarcón;17;9;1992;MAPOCHO SUR;9259;CERRO NAVIA;1;0;5
20145019;5;Alejandra Andrea;Mendez;Meléndez;12;4;2000;CATEDRAL;4195;SANTIAGO;1;0;10
18459481;1;Francisca Belén;Cornejo;Villalobos;8;4;1998;AV. PROVIDENCIA;7587;PROVIDENCIA;1;0;15
16171636;7;Felipe Gunsther;Lopez;Bascuñan;4;4;2007;PASEO LOS LIMONES;1736;LA FLORIDA;1;0;4
19190756;6;Jose Luis;Alegría;Bravo;10;2;1994;SANTA ZITA;5927;LAS CONDES;1;0;1
21291623;4;Barbara Carolina;Labarca;Alvarez;27;8;1990;CERRO PORTEZUELO FRENTE AL;4601;QUILICURA;1;0;15
17739963;9;Romina Andrea;Lenero;Currin;27;8;1985;LO CRUZAT;2092;QUILICURA;1;0;10
19831099;9;Veronica Elizabeth;Vargar;Mercado;14;10;1990;CHIAPAS;3799;LO ESPEJO;1;1;1
19925435;9;Tomás Ignacio;Muñoz;De las Heras;12;11;1998;RIO CLARO;7912;PEÑALOLEN;1;0;13
19729988;6;Pia Alejandra;Perona;González;5;12;2003;SILVIA PINTO;7908;SAN BERNARDO;1;0;9
17004017;1;Karen Angélica;Fuentes;Martínez;26;11;1997;ROSARIO CORTEZ;6813;SAN BERNARDO;1;0;2
15342888;7;Natalia Paz;-;Maturana;3;5;1983;CATALINA DE LOS RIOS;8961;CONCHALI;1;1;6
17004024;4;Antonia Paz;Orellana;Reyes;2;8;1996;EL LUCUMILLO;9519;PUENTE ALTO;1;0;2
19995286;2;Katherine Noelia;Gordillo;Arratia;13;6;1988;RADAL;7810;QUINTA NORMAL;1;0;7
16406453;0;Nicolas Jesús;Salinas;Ortega;6;12;1989;SANTA ELENA;5205;SANTIAGO;1;0;14
19428790;9;Francisca del Pilar;Nuñez;Escalante;20;2;2008;YAWAR;4786;QUILICURA;1;0;7
18012804;2;Paz Belén;Saavedra;Salazar;19;8;1995;POCONCHILE;5799;MACUL;1;0;3
14157668;2;María de los Angeles;Briones;Parraguez;21;5;1985;PEDRO FONTOVA;2736;CONCHALI;1;0;1
19917171;2;Emilio Ariel;Araneda;Henríquez;21;6;1982;GALVARINO;4723;CERRO NAVIA;0;0;10
19003887;4;Alvaro Patricio;Ramirez;López;26;5;1990;LOS VILOS;7237;LAS CONDES;1;0;5
20285111;8;Vícente Andrés;Rojas;Vidal;12;7;2002;PAUL CEZANNE;4358;SAN BERNARDO;1;1;4
16656988;5;Joaquin Ignacio;Riquelme;Muñoz;20;5;1983;ESQUINA BLANCA;1312;MAIPU;0;0;2
20417846;1;Carmen Gloria;Villalobos;Castillo;25;1;2000;MONJA ALFEREZ;7229;SAN MIGUEL;1;0;8
